,County,City,Postal_Code,Model_Year,Make,Model,Electric_Range,Legislative_District,Vehicle_Location,Electric_Utility,Vehicle_Type,CAFV_Eligibility,Electric_Range_Category,VID
86272,Benton,Benton City,99320,2018,BMW,X5,13,16.0,POINT (-119.48756 46.26543),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,PHEV,N,Low,ozkan.orge@example.com
86274,King,Redmond,98053,2020,CHRYSLER,PACIFICA,32,5.0,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,dawn.frazier@example.com
86278,Pierce,University Place,98467,2015,FORD,C-MAX,19,28.0,POINT (-122.53691 47.20606),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,cristian.dominguez@example.com
86284,Grays Harbor,Montesano,98563,2016,BMW,I3,72,19.0,POINT (-123.60076 46.98384),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,PHEV,Y,Low,eelis.kyllo@example.com
86289,Pierce,South Hill,98375,2021,AUDI,E-TRON,222,25.0,POINT (-122.30116 47.1165),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,BEV,Y,Mid,steve.adams@example.com
86294,San Juan,Orcas Is,98245,2012,NISSAN,LEAF,73,40.0,POINT (-122.91109 48.69389),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,BEV,Y,Low,amber.williams@example.com
86299,Yakima,Selah,98942,2018,CHEVROLET,VOLT,53,13.0,POINT (-120.53113 46.65404),PACIFICORP,PHEV,Y,Low,rozina.vanpuffelen@example.com
86304,King,Snoqualmie,98065,2017,TESLA,MODEL 3,220,5.0,POINT (-121.82432 47.52716),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,estela.moraes@example.com
86306,King,Seattle,98118,2021,HYUNDAI,IONIQ,29,37.0,POINT (-122.2668 47.55115),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,john.davidson@example.com
86332,King,Woodinville,98077,2018,TESLA,MODEL 3,215,45.0,POINT (-122.07479 47.75264),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,asha.gugale@example.com
86336,Pierce,Spanaway,98387,2018,FIAT,500,84,29.0,POINT (-122.41046 47.06512),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,BEV,Y,Low,lohan.roy@example.com
86338,Island,Freeland,98249,2017,AUDI,A3,16,10.0,POINT (-122.52664 48.00956),PUGET SOUND ENERGY INC,PHEV,N,Low,julie.pedersen@example.com
86344,King,Sammamish,98029,2022,VOLVO,XC90,35,5.0,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,rose.dixon@example.com
86348,Pierce,University Place,98466,2021,MINI,HARDTOP,110,28.0,POINT (-122.5338 47.23594),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,sam.volden@example.com
86351,Pierce,Tacoma,98422,2018,HONDA,CLARITY,47,27.0,POINT (-122.41666 47.30682),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,Y,Low,nasreddine.witte@example.com
86361,King,Redmond,98052,2021,MINI,HARDTOP,110,48.0,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,thom.leushuis@example.com
86362,King,Seattle,98121,2016,FORD,FUSION,19,36.0,POINT (-122.34468 47.61578),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,consuelo.gil@example.com
86363,King,Carnation,98014,2020,NISSAN,LEAF,215,5.0,POINT (-121.91353 47.64901),CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,BEV,Y,Mid,dubravko.vilotic@example.com
86365,Clark,Vancouver,98682,2022,VOLVO,XC90,35,17.0,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,Y,Low,morris.smythe@example.com
86367,King,Seattle,98177,2021,AUDI,E-TRON,222,36.0,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,mariateresa.cavazos@example.com
86369,Pierce,Tacoma,98422,2022,BMW,X5,30,27.0,POINT (-122.41666 47.30682),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,Y,Low,cathy.torres@example.com
86384,San Juan,Friday Harbor,98250,2000,FORD,RANGER,58,40.0,POINT (-123.01648 48.53448),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,BEV,Y,Low,ashton.chen@example.com
86386,King,Seattle,98168,2022,TOYOTA,RAV4 PRIME,42,33.0,POINT (-122.3317 47.50314),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,bazhan.tanskiy@example.com
86391,King,Enumclaw,98022,2018,NISSAN,LEAF,151,5.0,POINT (-121.99136 47.20433),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,santiago.cruz@example.com
86416,Grays Harbor,Montesano,98563,2018,TOYOTA,PRIUS PRIME,25,19.0,POINT (-123.60076 46.98384),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,PHEV,N,Low,dora.durand@example.com
86418,Lewis,Mossyrock,98564,2012,TESLA,MODEL S,265,20.0,POINT (-122.48446 46.52948),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,BEV,Y,High,valerij.wehr@example.com
86420,Okanogan,Omak,98841,2020,AUDI,Q5 E,20,7.0,POINT (-119.52724 48.41078),PUD NO 1 OF OKANOGAN COUNTY,PHEV,N,Low,adryn.kmyrn@example.com
86421,Lewis,Toledo,98591,2020,CHEVROLET,BOLT EV,259,20.0,POINT (-122.84784 46.44067),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,High,mihailo.ivanic@example.com
86424,Spokane,Spokane,99205,2017,TESLA,MODEL S,210,6.0,POINT (-117.45674 47.69963),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,BEV,Y,Mid,agripina.visochan@example.com
86429,Douglas,Orondo,98843,2017,CHEVROLET,VOLT,53,12.0,POINT (-120.22795 47.62352),PUD NO 1 OF DOUGLAS COUNTY,PHEV,Y,Low,nolan.davidson@example.com
86445,King,Normandy Park,98166,2015,TESLA,MODEL S,208,33.0,POINT (-122.34118 47.46665),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,nadja.tripkovic@example.com
86448,Jefferson,Port Townsend,98368,2021,MINI,HARDTOP,110,24.0,POINT (-122.77263 48.1212),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,BEV,Y,Mid,mestan.tugluk@example.com
86451,King,Bellevue,98005,2019,AUDI,E-TRON,204,48.0,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,brooklyn.evans@example.com
86458,King,Seattle,98105,2019,FORD,FUSION,26,43.0,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,dharmesh.vernekar@example.com
86460,Asotin,Clarkston,99403,2018,TESLA,MODEL X,238,9.0,POINT (-117.04556 46.41402),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||PUD NO 1 OF ASOTIN COUNTY,BEV,Y,Mid,rodoslava.shimchuk@example.com
86463,Lewis,Centralia,98531,2020,LINCOLN,AVIATOR,21,20.0,POINT (-122.95298 46.72894),BONNEVILLE POWER ADMINISTRATION||CITY OF CENTRALIA - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,vicente.reyes@example.com
86471,Franklin,Pasco,99301,2017,CHEVROLET,BOLT EV,238,16.0,POINT (-119.09467 46.23542),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,BEV,Y,Mid,nilton.rocha@example.com
86473,Kittitas,Ellensburg,98926,2018,NISSAN,LEAF,151,13.0,POINT (-120.54872 46.99703),PUGET SOUND ENERGY INC,BEV,Y,Mid,margaritha.carpentier@example.com
86474,Clark,Ridgefield,98642,2014,NISSAN,LEAF,84,18.0,POINT (-122.74595 45.81539),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,Low,ramon.brunet@example.com
86481,Adams,Othello,99344,2017,TESLA,MODEL X,200,9.0,POINT (-119.1742 46.82616),"BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||BIG BEND ELECTRIC COOP, INC",BEV,Y,Mid,avery.margaret@example.com
86484,Kitsap,Port Orchard,98366,2012,NISSAN,LEAF,73,26.0,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,BEV,Y,Low,brooke.edwards@example.com
86487,Island,Oak Harbor,98277,2022,CHRYSLER,PACIFICA,32,10.0,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,PHEV,Y,Low,cecilie.andersen@example.com
86504,King,Kirkland,98034,2022,VOLVO,XC90,35,1.0,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,cecilie.maehlum@example.com
86512,King,Seattle,98101,2020,TESLA,MODEL S,330,36.0,POINT (-122.34223 47.61085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,High,valdemar.thomsen@example.com
86513,San Juan,Lopez Island,98261,2013,TESLA,MODEL S,208,40.0,POINT (-122.91395 48.52342),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,BEV,Y,Mid,alexander.anderson@example.com
86514,Kitsap,Suquamish,98392,2015,NISSAN,LEAF,84,23.0,POINT (-122.55242 47.73162),PUGET SOUND ENERGY INC,BEV,Y,Low,marianne.ginnish@example.com
86517,Pierce,Lake Tapps,98391,2015,FIAT,500,87,31.0,POINT (-122.17144 47.19175),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,camilo.benavides@example.com
86518,Okanogan,Winthrop,98862,2020,TESLA,MODEL S,330,12.0,POINT (-120.17739 48.47396),"OKANOGAN COUNTY ELEC COOP, INC",BEV,Y,High,mhmdmyn.aalyzdh@example.com
86519,Pierce,Parkland,98446,2022,KIA,SORENTO,32,25.0,POINT (-122.37571 47.16104),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,PHEV,Y,Low,runa.hofstad@example.com
86521,King,Seattle,98116,2019,FORD,FUSION,26,34.0,POINT (-122.41067 47.57894),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,ilyes.schmitt@example.com
86531,Island,Clinton,98236,2020,MITSUBISHI,OUTLANDER,22,10.0,POINT (-122.35803 47.9796),PUGET SOUND ENERGY INC,PHEV,N,Low,john.parra@example.com
86536,Jefferson,Port Townsend,98368,2022,MITSUBISHI,OUTLANDER,24,24.0,POINT (-122.77263 48.1212),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,PHEV,N,Low,topias.toivonen@example.com
86538,Thurston,Yelm,98597,2018,CHRYSLER,PACIFICA,33,20.0,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,PHEV,Y,Low,eino.kauppila@example.com
86543,King,Normandy Park,98198,2012,NISSAN,LEAF,73,33.0,POINT (-122.29592 47.40139),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,carter.king@example.com
86546,Lewis,Centralia,98531,2018,TESLA,MODEL S,249,20.0,POINT (-122.95298 46.72894),BONNEVILLE POWER ADMINISTRATION||CITY OF CENTRALIA - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,emily.elliott@example.com
86551,Clark,Washougal,98671,2021,AUDI,E-TRON,222,14.0,POINT (-122.35341 45.57923),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,Mid,taras.vdovichenko@example.com
86557,Pierce,South Hill,98374,2019,KIA,NIRO,239,25.0,POINT (-122.28449 47.146),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,hamda.raap@example.com
86558,King,Vashon,98070,2020,TESLA,MODEL S,330,34.0,POINT (-122.4573 47.44929),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,High,caitlin.kumar@example.com
86559,King,Burien,98166,2017,FIAT,500,84,34.0,POINT (-122.34118 47.46665),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Low,macit.erdogan@example.com
86563,Benton,Kennewick,99338,2019,PORSCHE,CAYENNE,13,16.0,POINT (-119.3118 46.20664),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,PHEV,N,Low,alexander.abraham@example.com
86567,King,Renton,98056,2016,PORSCHE,CAYENNE,14,41.0,POINT (-122.18463 47.49929),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,marie.reynolds@example.com
86594,Snohomish,Lake Stevens,98258,2017,KIA,SOUL EV,93,44.0,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,BEV,Y,Low,marko.vuksanovic@example.com
86605,Snohomish,Sultan,98294,2020,CHEVROLET,BOLT EV,259,39.0,POINT (-121.81688 47.8623),PUGET SOUND ENERGY INC,BEV,Y,High,theodore.williams@example.com
86614,King,Duvall,98019,2022,TOYOTA,RAV4 PRIME,42,45.0,POINT (-121.98609 47.74068),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,zora.schievink@example.com
86616,King,Enumclaw,98022,2013,NISSAN,LEAF,75,5.0,POINT (-121.99136 47.20433),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,heinz-werner.muhl@example.com
86617,Spokane,Elk,99009,2018,TESLA,MODEL 3,215,7.0,POINT (-117.27816 48.01723),BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY,BEV,Y,Mid,aaliyah.singh@example.com
86621,Benton,Kennewick,99338,2019,CHEVROLET,BOLT EV,238,8.0,POINT (-119.3118 46.20664),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,BEV,Y,Mid,elea.sanchez@example.com
86626,Clallam,Port Angeles,98362,2017,CHRYSLER,PACIFICA,33,24.0,POINT (-123.4313 48.11872),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,PHEV,Y,Low,konsta.walli@example.com
86635,Franklin,Pasco,99301,2020,TESLA,MODEL 3,266,16.0,POINT (-119.09467 46.23542),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,BEV,Y,High,tea.ebbesen@example.com
86637,King,Federal Way,98023,2018,PORSCHE,CAYENNE,14,30.0,POINT (-122.35206 47.30297),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,victoria.campos@example.com
86641,Jefferson,Chimacum,98325,2018,NISSAN,LEAF,151,24.0,POINT (-122.77295 48.01182),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,BEV,Y,Mid,sander.madsen@example.com
86646,Benton,Kennewick,99336,2014,FORD,C-MAX,19,8.0,POINT (-119.11698 46.20804),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,PHEV,N,Low,urien.silva@example.com
86649,King,Seattle,98144,2022,CHRYSLER,PACIFICA,32,37.0,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,sophie.wood@example.com
86655,Clark,Vancouver,98662,2019,FORD,FUSION,26,17.0,POINT (-122.57722 45.64251),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,carlos.ortega@example.com
86657,Pierce,Tacoma,98404,2019,JAGUAR,I-PACE,234,27.0,POINT (-122.41249 47.21584),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,nevena.mladenovic@example.com
86663,Skagit,Burlington,98233,2015,FORD,FUSION,19,40.0,POINT (-122.33029 48.46846),PUGET SOUND ENERGY INC,PHEV,N,Low,aurora.ramirez@example.com
86664,King,Duvall,98019,2015,BMW,I3,72,45.0,POINT (-121.98609 47.74068),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,lisa.bowman@example.com
86672,Kitsap,Suquamish,98392,2016,KIA,SOUL,93,23.0,POINT (-122.55242 47.73162),PUGET SOUND ENERGY INC,BEV,Y,Low,arthur.evans@example.com
86675,King,Mercer Island,98040,2022,HYUNDAI,TUCSON,33,41.0,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,mason.anderson@example.com
86682,Thurston,Rainier,98576,2022,JEEP,WRANGLER,21,2.0,POINT (-122.68993 46.88897),PUGET SOUND ENERGY INC,PHEV,N,Low,valdemar.petersen@example.com
86685,San Juan,Eastsound,98245,2016,FORD,C-MAX,19,40.0,POINT (-122.91109 48.69389),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,PHEV,N,Low,lakshmi.nayak@example.com
86713,Clark,Vancouver,98664,2016,FORD,FUSION,19,49.0,POINT (-122.59219 45.62158),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,asuncion.nieto@example.com
86716,Okanogan,Omak,98841,2013,FORD,C-MAX,19,12.0,POINT (-119.52724 48.41078),PUD NO 1 OF OKANOGAN COUNTY,PHEV,N,Low,august.christensen@example.com
86719,King,Seattle,98119,2018,MINI,COUNTRYMAN,12,36.0,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,gul.kaplangi@example.com
86724,Spokane,Liberty Lake,99019,2014,CHEVROLET,VOLT,38,4.0,POINT (-117.1015 47.66829),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,PHEV,Y,Low,paige.martin@example.com
86740,King,Snoqualmie,98065,2013,FORD,C-MAX,19,5.0,POINT (-121.82432 47.52716),CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,PHEV,N,Low,shyl.khwty@example.com
86741,Snohomish,Edmonds,98020,2019,HYUNDAI,IONIQ,29,32.0,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,PHEV,N,Low,benito.zavala@example.com
86742,King,Renton,98058,2017,BMW,I3,97,47.0,POINT (-122.08747 47.4466),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,faraj.bharanya@example.com
86743,King,Yarrow Point,98004,2019,BMW,530E,15,48.0,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,shahistha.thampy@example.com
86748,Pierce,University Place,98467,2021,JEEP,WRANGLER,21,28.0,POINT (-122.53691 47.20606),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,victor.pedersen@example.com
86751,Snohomish,Granite Falls,98252,2018,KIA,NIRO,26,39.0,POINT (-121.96931 48.08157),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,PHEV,N,Low,adryn.hmdy@example.com
86753,Jefferson,Port Townsend,98368,2022,VOLVO,XC60,18,24.0,POINT (-122.77263 48.1212),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,PHEV,N,Low,marinko.urosevic@example.com
86755,Thurston,Olympia,98502,2013,TESLA,MODEL S,208,22.0,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,BEV,Y,Mid,emmi.naevdal@example.com
86759,Grant,Moses Lake,98837,2016,TESLA,MODEL X,200,13.0,POINT (-119.2771 47.13196),PUD NO 2 OF GRANT COUNTY,BEV,Y,Mid,babur.tokatlioglu@example.com
86762,King,Clyde Hill,98004,2018,TOYOTA,PRIUS PRIME,25,48.0,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,ysmn.rdyy@example.com
86764,Whatcom,Nooksack,98276,2018,TESLA,MODEL 3,215,42.0,POINT (-122.32181 48.92857),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,BEV,Y,Mid,zinoviy.ogiienko@example.com
86766,Jefferson,Port Townsend,98368,2020,TESLA,MODEL S,330,24.0,POINT (-122.77263 48.1212),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,BEV,Y,High,felipe.vicente@example.com
86767,King,Seattle,98102,2018,HONDA,CLARITY,47,43.0,POINT (-122.32427 47.63433),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,jaxon.lewis@example.com
86770,King,Fall City,98024,2013,FORD,FUSION,19,5.0,POINT (-121.89086 47.56812),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,mhy.hmdy@example.com
86777,King,Seattle,98104,2019,NISSAN,LEAF,150,37.0,POINT (-122.32945 47.60357),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,sinooka.zheliborskiy@example.com
86780,King,Snoqualmie,98065,2021,BMW,530E,18,5.0,POINT (-121.82432 47.52716),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,uriel.robledo@example.com
86788,San Juan,Eastsound,98245,2021,MINI,HARDTOP,110,40.0,POINT (-122.91109 48.69389),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,BEV,Y,Mid,samuel.lira@example.com
86791,Whatcom,Bellingham,98225,2022,VOLVO,XC90,18,42.0,POINT (-122.47122 48.75235),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,PHEV,N,Low,emily.hansen@example.com
86792,Yakima,Yakima,98902,2020,CHEVROLET,BOLT EV,259,14.0,POINT (-120.52301 46.60138),PACIFICORP,BEV,Y,High,maria.thomsen@example.com
86794,King,Seatac,98188,2018,BMW,X5,13,33.0,POINT (-122.28879 47.44538),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,sharron.newman@example.com
86796,King,Woodinville,98072,2021,FORD,ESCAPE,38,45.0,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,silvia.louis@example.com
86801,King,Renton,98055,2016,FORD,FUSION,19,11.0,POINT (-122.21152 47.43954),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,justin.lord@example.com
86802,Snohomish,Bothell,98012,2022,VOLVO,XC60,35,21.0,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,PHEV,Y,Low,lynn.vasquez@example.com
86804,Snohomish,Sultan,98294,2017,CHEVROLET,BOLT EV,238,39.0,POINT (-121.81688 47.8623),PUGET SOUND ENERGY INC,BEV,Y,Mid,gustomisl.kiyashko@example.com
86806,Spokane,Medical Lake,99022,2019,TESLA,MODEL 3,220,7.0,POINT (-117.68269 47.57261),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,BEV,Y,Mid,ljubica.pejic@example.com
86811,Kitsap,Olalla,98359,2017,CADILLAC,CT6,31,26.0,POINT (-122.54729 47.42602),PUGET SOUND ENERGY INC,PHEV,Y,Low,gustavo.garica@example.com
86812,Douglas,East Wenatchee,98802,2021,AUDI,Q5 E,18,12.0,POINT (-120.29473 47.41515),PUD NO 1 OF DOUGLAS COUNTY,PHEV,N,Low,philip.li@example.com
86813,Snohomish,Woodway,98020,2017,BMW,I3,81,32.0,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,BEV,Y,Low,susanna.bunge@example.com
86815,Thurston,Olympia,98516,2020,KIA,NIRO,239,22.0,POINT (-122.75379 47.06316),PUGET SOUND ENERGY INC,BEV,Y,Mid,bratislava.rakic@example.com
86818,King,Bellevue,98008,2017,BMW,330E,14,48.0,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,begum.abadan@example.com
86821,Pierce,Gig Harbor,98335,2019,FORD,FUSION,26,26.0,POINT (-122.58009 47.328),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,vedant.shetty@example.com
86825,Snohomish,Mukilteo,98275,2020,JAGUAR,I-PACE,234,21.0,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,BEV,Y,Mid,askil.helseth@example.com
86827,San Juan,Eastsound,98245,2019,FORD,FUSION,26,40.0,POINT (-122.91109 48.69389),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,PHEV,N,Low,kaya.baykam@example.com
86844,Pierce,Parkland,98446,2015,CHEVROLET,VOLT,38,29.0,POINT (-122.37571 47.16104),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,PHEV,Y,Low,leo.pelto@example.com
86847,Lewis,Toledo,98591,2020,CHRYSLER,PACIFICA,32,20.0,POINT (-122.84784 46.44067),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,PHEV,Y,Low,concepcion.torres@example.com
86855,Pierce,Tacoma,98402,2021,VOLVO,S60,22,27.0,POINT (-122.44164 47.25517),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,leonardo.daluz@example.com
86858,King,Carnation,98014,2016,KIA,SOUL,93,5.0,POINT (-121.91353 47.64901),CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,BEV,Y,Low,milton.peterson@example.com
86863,Snohomish,Snohomish,98296,2019,JAGUAR,I-PACE,234,1.0,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,BEV,Y,Mid,coskun.dusenkalkar@example.com
86874,Pierce,Roy,98580,2013,SMART,FORTWO ELECTRIC DRIVE,68,2.0,POINT (-122.54332 47.00328),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Low,mia.morgan@example.com
86881,Chelan,Leavenworth,98826,2018,PORSCHE,CAYENNE,14,12.0,POINT (-120.65754 47.5982),PUD NO 1 OF CHELAN COUNTY,PHEV,N,Low,gonca.erez@example.com
86904,Spokane,Spokane,99202,2018,FIAT,500,84,3.0,POINT (-117.3797 47.65548),MODERN ELECTRIC WATER COMPANY,BEV,Y,Low,aino.jokela@example.com
86910,King,Renton,98055,2018,BMW,530E,16,11.0,POINT (-122.21152 47.43954),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,giorgio.buss@example.com
