,County,City,Postal_Code,Model_Year,Make,Model,Electric_Range,Legislative_District,Vehicle_Location,Electric_Utility,Vehicle_Type,CAFV_Eligibility,Electric_Range_Category,VID,email,gender,dob.age
14878,Pierce,Sumner,98390,2019,KIA,NIRO,26,31.0,POINT (-122.23972 47.2022),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,vseslav.haritonenko@example.com,vseslav.haritonenko@example.com,male,74
14879,King,Renton,98057,2019,CHEVROLET,BOLT EV,238,11.0,POINT (114.32466 4.17756),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,pavle.zigic@example.com,pavle.zigic@example.com,male,37
14880,Pierce,Orting,98360,2020,TESLA,MODEL Y,291,2.0,POINT (-122.20166 47.09596),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,High,armand.fleury@example.com,armand.fleury@example.com,male,34
14881,Yakima,Zillah,98932,2018,TESLA,MODEL X,238,15.0,POINT (-120.18721 46.33937),PACIFICORP,BEV,Y,Mid,joy.roger@example.com,joy.roger@example.com,female,33
14882,San Juan,Friday Harbor,98250,2013,CHEVROLET,VOLT,38,40.0,POINT (-123.01648 48.53448),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,PHEV,Y,Low,hilla.tikkanen@example.com,hilla.tikkanen@example.com,female,56
14883,King,Auburn,98001,2013,TOYOTA,PRIUS PLUG-IN,6,47.0,POINT (-122.23035 47.3074),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,jessie.rose@example.com,jessie.rose@example.com,female,74
14884,Thurston,Lacey,98513,2021,JEEP,WRANGLER,25,22.0,POINT (-122.80277 46.99409),PUGET SOUND ENERGY INC,PHEV,N,Low,raymond.spencer@example.com,raymond.spencer@example.com,male,26
14885,Pierce,Lakewood,98498,2019,BMW,I8,17,28.0,POINT (-122.54795 47.17997),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,bernard.hopkins@example.com,bernard.hopkins@example.com,male,50
14886,King,Kirkland,98034,2016,BMW,I3,72,1.0,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,katarina.simonovic@example.com,katarina.simonovic@example.com,female,38
14887,King,Shoreline,98177,2020,VOLVO,XC60,18,32.0,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,rhonda.scott@example.com,rhonda.scott@example.com,female,38
14888,Snohomish,Everett,98208,2018,CHEVROLET,BOLT EV,238,38.0,POINT (-122.18637 47.89252),PUGET SOUND ENERGY INC,BEV,Y,Mid,logan.phillips@example.com,logan.phillips@example.com,male,36
14889,Clark,Camas,98607,2017,FORD,FUSION,21,14.0,POINT (-122.40199 45.58694),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,matias.jarvi@example.com,matias.jarvi@example.com,male,41
14890,King,Seattle,98121,2017,FORD,C-MAX,20,36.0,POINT (-122.34468 47.61578),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,jeffery.coleman@example.com,jeffery.coleman@example.com,male,23
14891,Clark,Vancouver,98683,2019,NISSAN,LEAF,150,18.0,POINT (-122.49212 45.60365),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,Mid,alejandra.bravo@example.com,alejandra.bravo@example.com,female,47
14892,Pierce,Tacoma,98443,2013,SMART,FORTWO ELECTRIC DRIVE,68,25.0,POINT (-122.36646 47.19269),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Low,cynthia.iglesias@example.com,cynthia.iglesias@example.com,female,75
14893,King,Issaquah,98027,2021,BMW,330E,20,41.0,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,ansgar.boldt@example.com,ansgar.boldt@example.com,male,58
14894,Whatcom,Acme,98220,2019,CHEVROLET,BOLT EV,238,42.0,POINT (-122.20348 48.71768),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,BEV,Y,Mid,diogo.fontai@example.com,diogo.fontai@example.com,male,68
14895,Spokane,Chattaroy,99003,2017,VOLKSWAGEN,E-GOLF,125,7.0,POINT (-117.35237 47.89594),BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY,BEV,Y,Mid,andela.kicanovic@example.com,andela.kicanovic@example.com,female,31
14896,King,Seattle,98101,2013,TOYOTA,PRIUS PLUG-IN,6,43.0,POINT (-122.34223 47.61085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,damjan.sakic@example.com,damjan.sakic@example.com,male,42
14897,Pierce,Tacoma,98445,2017,VOLKSWAGEN,E-GOLF,125,25.0,POINT (-122.41894 47.15806),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PARKLAND LIGHT & WATER COMPANY|PENINSULA LIGHT COMPANY,BEV,Y,Mid,nathan.aasebo@example.com,nathan.aasebo@example.com,male,46
14898,Pierce,Roy,98580,2020,NISSAN,LEAF,149,2.0,POINT (-122.54332 47.00328),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,gerard.schuster@example.com,gerard.schuster@example.com,male,27
14899,Okanogan,Winthrop,98862,2021,CHRYSLER,PACIFICA,32,12.0,POINT (-120.17739 48.47396),"OKANOGAN COUNTY ELEC COOP, INC",PHEV,Y,Low,ronja.rintala@example.com,ronja.rintala@example.com,female,26
14900,Pierce,Edgewood,98372,2015,BMW,I3,72,31.0,POINT (-122.28556 47.18709),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,rdyn.mwswy@example.com,rdyn.mwswy@example.com,male,58
14901,King,Seattle,98134,2021,PORSCHE,TAYCAN,203,11.0,POINT (-122.32738 47.58616),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,jonas.christiansen@example.com,jonas.christiansen@example.com,male,23
14902,King,Federal Way,98023,2017,FIAT,500,84,30.0,POINT (-122.35206 47.30297),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,brayden.jenkins@example.com,brayden.jenkins@example.com,male,51
14903,King,Bellevue,98007,2020,HONDA,CLARITY,47,41.0,POINT (-122.12053 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,linnea.harju@example.com,linnea.harju@example.com,female,32
14904,King,Covington,98042,2018,FORD,FUSION,21,47.0,POINT (-122.09124 47.33778),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,maik.francois@example.com,maik.francois@example.com,male,38
14905,Spokane,Colbert,99005,2021,JEEP,WRANGLER,25,7.0,POINT (-117.35414 47.83743),BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY,PHEV,N,Low,nicoline.jensen@example.com,nicoline.jensen@example.com,female,70
14906,King,Seattle,98122,2022,JEEP,WRANGLER,22,37.0,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,brooke.stanley@example.com,brooke.stanley@example.com,female,28
14907,King,Duvall,98019,2022,JEEP,WRANGLER,21,45.0,POINT (-121.98609 47.74068),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,anthony.david@example.com,anthony.david@example.com,male,23
14908,Cowlitz,Kelso,98626,2017,CHEVROLET,BOLT EV,238,20.0,POINT (-122.89868 46.14425),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,BEV,Y,Mid,johan.poulsen@example.com,johan.poulsen@example.com,male,51
14909,Jefferson,Port Townsend,98368,2019,HYUNDAI,IONIQ,29,24.0,POINT (-122.77263 48.1212),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,PHEV,N,Low,jean.vincent@example.com,jean.vincent@example.com,male,30
14910,Benton,Kennewick,99338,2020,TESLA,MODEL X,293,16.0,POINT (-119.3118 46.20664),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,BEV,Y,High,esteban.delgado@example.com,esteban.delgado@example.com,male,58
14911,Kitsap,Port Orchard,98367,2020,CHRYSLER,PACIFICA,32,26.0,POINT (-122.65745 47.4916),PUGET SOUND ENERGY INC,PHEV,Y,Low,antwan.savelberg@example.com,antwan.savelberg@example.com,male,47
14912,King,Issaquah,98027,2020,TESLA,MODEL 3,308,41.0,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,High,laerke.olsen@example.com,laerke.olsen@example.com,female,53
14913,King,Issaquah,98027,2020,TESLA,MODEL 3,308,41.0,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,High,laerke.olsen@example.com,laerke.olsen@example.com,female,70
14914,Whatcom,Ferndale,98248,2014,TOYOTA,PRIUS PLUG-IN,6,42.0,POINT (-122.59351 48.84756),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,PHEV,N,Low,harshil.mardhekar@example.com,harshil.mardhekar@example.com,male,72
14915,King,Maple Valley,98010,2020,TESLA,MODEL 3,322,5.0,POINT (-122.00143 47.30893),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,High,sofija.sekulic@example.com,sofija.sekulic@example.com,female,52
14916,Pierce,Tacoma,98408,2017,CHEVROLET,VOLT,53,27.0,POINT (-122.44718 47.20144),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,Y,Low,aynz.glshn@example.com,aynz.glshn@example.com,female,36
14917,Snohomish,Monroe,98272,2022,AUDI,Q5,23,39.0,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,PHEV,N,Low,hiya.patil@example.com,hiya.patil@example.com,female,40
14918,Snohomish,Marysville,98270,2020,TESLA,MODEL 3,322,39.0,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,BEV,Y,High,karin.muller@example.com,karin.muller@example.com,female,69
14919,Pierce,Tacoma,98418,2015,NISSAN,LEAF,84,27.0,POINT (-122.43874 47.22448),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Low,sryn.aalyzdh@example.com,sryn.aalyzdh@example.com,female,74
14920,Pierce,Tacoma,98418,2015,NISSAN,LEAF,84,27.0,POINT (-122.43874 47.22448),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Low,sryn.aalyzdh@example.com,sryn.aalyzdh@example.com,female,29
14921,Benton,Richland,99352,2019,CHEVROLET,VOLT,53,8.0,POINT (-119.27372 46.27391),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,PHEV,Y,Low,christopher.reed@example.com,christopher.reed@example.com,male,31
14922,Skagit,Burlington,98233,2021,FORD,ESCAPE,38,10.0,POINT (-122.33029 48.46846),PUGET SOUND ENERGY INC,PHEV,Y,Low,harrison.morris@example.com,harrison.morris@example.com,male,32
14923,Jefferson,Port Townsend,98368,2018,TESLA,MODEL S,249,24.0,POINT (-122.77263 48.1212),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,BEV,Y,Mid,lena.peck@example.com,lena.peck@example.com,female,73
14924,Benton,Richland,99354,2019,JAGUAR,I-PACE,234,8.0,POINT (-119.26844 46.31484),BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),BEV,Y,Mid,oliver.pietila@example.com,oliver.pietila@example.com,male,46
14925,Clallam,Port Angeles,98362,2017,AUDI,A3,16,24.0,POINT (-123.4313 48.11872),BONNEVILLE POWER ADMINISTRATION||CITY OF PORT ANGELES - (WA),PHEV,N,Low,miguel.miranda@example.com,miguel.miranda@example.com,male,55
14926,King,Auburn,98001,2020,TESLA,MODEL X,293,30.0,POINT (-122.23035 47.3074),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,High,armand.fleury@example.com,armand.fleury@example.com,male,34
14927,Snohomish,Edmonds,98026,2020,CHRYSLER,PACIFICA,32,32.0,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,PHEV,Y,Low,vukota.dokic@example.com,vukota.dokic@example.com,male,68
14928,Snohomish,Edmonds,98026,2020,CHRYSLER,PACIFICA,32,32.0,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,PHEV,Y,Low,vukota.dokic@example.com,vukota.dokic@example.com,male,39
14929,Kitsap,Bainbridge Island,98110,2017,BMW,330E,14,23.0,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,PHEV,N,Low,luka.meunier@example.com,luka.meunier@example.com,male,74
14930,King,Seattle,98144,2022,JEEP,WRANGLER,21,37.0,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,dani.gomes@example.com,dani.gomes@example.com,female,70
14931,King,Seattle,98104,2016,TESLA,MODEL X,200,37.0,POINT (-122.32945 47.60357),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,renco.schrijvers@example.com,renco.schrijvers@example.com,male,56
14932,Thurston,Lacey,98513,2018,HONDA,CLARITY,47,22.0,POINT (-122.80277 46.99409),PUGET SOUND ENERGY INC,PHEV,Y,Low,fanny.garcia@example.com,fanny.garcia@example.com,female,68
14933,Snohomish,Everett,98203,2014,BMW,I3,81,38.0,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,BEV,Y,Low,ella.soto@example.com,ella.soto@example.com,female,36
14934,Pacific,Raymond,98577,2012,CHEVROLET,VOLT,35,19.0,POINT (-123.72994 46.68867),BONNEVILLE POWER ADMINISTRATION||PUD NO 2 OF PACIFIC COUNTY,PHEV,Y,Low,sebastian.liebl@example.com,sebastian.liebl@example.com,male,69
14935,Whatcom,Ferndale,98248,2015,BMW,I8,14,42.0,POINT (-122.59351 48.84756),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,PHEV,N,Low,selma.christensen@example.com,selma.christensen@example.com,female,55
14936,Pierce,Tacoma,98404,2019,NISSAN,LEAF,150,27.0,POINT (-122.41249 47.21584),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,olivier.campbell@example.com,olivier.campbell@example.com,male,50
14937,San Juan,Friday Harbor,98250,2021,BMW,X5,30,40.0,POINT (-123.01648 48.53448),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,PHEV,Y,Low,sophie.young@example.com,sophie.young@example.com,female,53
14938,Kitsap,Kingston,98346,2019,KIA,NIRO,26,23.0,POINT (-122.49771 47.79803),PUGET SOUND ENERGY INC,PHEV,N,Low,roswita.kohne@example.com,roswita.kohne@example.com,female,33
14939,Pierce,Puyallup,98371,2017,FIAT,500,84,25.0,POINT (-122.29537 47.19044),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,rekha.patil@example.com,rekha.patil@example.com,female,61
14940,King,Bothell,98011,2019,SUBARU,CROSSTREK,17,1.0,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,gunnar.bender@example.com,gunnar.bender@example.com,male,73
14941,King,Seattle,98115,2022,VOLVO,XC60,35,46.0,POINT (-122.31765 47.70013),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,adolfo.mendez@example.com,adolfo.mendez@example.com,male,45
14942,King,Bellevue,98005,2018,CHEVROLET,VOLT,53,41.0,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,melissa.renard@example.com,melissa.renard@example.com,female,57
14943,King,Auburn,98001,2015,NISSAN,LEAF,84,30.0,POINT (-122.23035 47.3074),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,necati.samanci@example.com,necati.samanci@example.com,male,75
14944,Thurston,Olympia,98501,2018,MERCEDES-BENZ,C-CLASS,8,22.0,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,PHEV,N,Low,franka.hattink@example.com,franka.hattink@example.com,female,37
14945,Lincoln,Wilbur,99185,2016,FORD,FUSION,19,13.0,POINT (-118.70912 47.75942),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,PHEV,N,Low,johnny.robertson@example.com,johnny.robertson@example.com,male,23
14946,King,Des Moines,98198,2021,TOYOTA,RAV4 PRIME,42,30.0,POINT (-122.29592 47.40139),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,pwry.rdyy@example.com,pwry.rdyy@example.com,male,74
14947,King,Seatac,98188,2020,NISSAN,LEAF,215,33.0,POINT (-122.28879 47.44538),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,alison.wheeler@example.com,alison.wheeler@example.com,female,56
14948,King,Shoreline,98177,2016,BMW,330E,14,32.0,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,martin.robledo@example.com,martin.robledo@example.com,male,53
14949,Snohomish,Brier,98036,2016,AUDI,A3,16,1.0,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,PHEV,N,Low,ali.alniacik@example.com,ali.alniacik@example.com,male,37
14950,King,Seattle,98119,2020,VOLVO,XC90,18,36.0,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,anne.bishop@example.com,anne.bishop@example.com,female,41
14951,Pierce,Tacoma,98445,2012,NISSAN,LEAF,73,29.0,POINT (-122.41894 47.15806),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PARKLAND LIGHT & WATER COMPANY|PENINSULA LIGHT COMPANY,BEV,Y,Low,bojana.tadic@example.com,bojana.tadic@example.com,female,66
14952,Snohomish,Edmonds,98026,2016,BMW,X5,14,32.0,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,PHEV,N,Low,theadora.veens@example.com,theadora.veens@example.com,female,49
14953,King,Seattle,98119,2014,SMART,FORTWO ELECTRIC DRIVE,68,36.0,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Low,madison.chen@example.com,madison.chen@example.com,female,67
14954,Clark,Camas,98607,2020,BMW,530E,20,18.0,POINT (-122.40199 45.58694),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,melike.mayhos@example.com,melike.mayhos@example.com,female,68
14955,Clark,Camas,98607,2019,CHEVROLET,BOLT EV,238,18.0,POINT (-122.40199 45.58694),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,Mid,ceyhun.kasapoglu@example.com,ceyhun.kasapoglu@example.com,male,44
14956,Kitsap,Bremerton,98337,2017,CHEVROLET,VOLT,53,26.0,POINT (-122.62749 47.565),PUGET SOUND ENERGY INC,PHEV,Y,Low,milutin.raspopovic@example.com,milutin.raspopovic@example.com,male,47
14957,King,Seattle,98107,2017,VOLKSWAGEN,E-GOLF,125,36.0,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,paola.cardoso@example.com,paola.cardoso@example.com,female,39
14958,Clark,Ridgefield,98642,2018,BMW,I3,114,18.0,POINT (-122.74595 45.81539),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,Mid,lucy.menard@example.com,lucy.menard@example.com,female,21
14959,King,Seattle,98178,2019,AUDI,E-TRON,204,37.0,POINT (-122.23825 47.49461),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,susan.boyd@example.com,susan.boyd@example.com,female,36
14960,Snohomish,Bothell,98012,2021,JEEP,WRANGLER,21,1.0,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,PHEV,N,Low,magdalena.dumont@example.com,magdalena.dumont@example.com,female,23
14961,Whatcom,Sedro Woolley,98284,2018,HONDA,CLARITY,47,40.0,POINT (-122.23857 48.50858),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,PHEV,Y,Low,idun.mydland@example.com,idun.mydland@example.com,female,71
14962,King,Covington,98042,2013,FORD,C-MAX,19,47.0,POINT (-122.09124 47.33778),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,raymond.bates@example.com,raymond.bates@example.com,male,57
14963,Chelan,Chelan,98816,2014,TOYOTA,PRIUS PLUG-IN,6,12.0,POINT (-120.01454 47.83985),PUD NO 1 OF CHELAN COUNTY,PHEV,N,Low,laerke.johansen@example.com,laerke.johansen@example.com,female,23
14964,Clark,Vancouver,98683,2019,HYUNDAI,KONA,258,18.0,POINT (-122.49212 45.60365),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,High,valtteri.jutila@example.com,valtteri.jutila@example.com,male,70
14965,Clark,Vancouver,98683,2019,HYUNDAI,KONA,258,18.0,POINT (-122.49212 45.60365),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,High,valtteri.jutila@example.com,valtteri.jutila@example.com,male,31
14966,Snohomish,Edmonds,98020,2017,FORD,FUSION,21,21.0,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,PHEV,N,Low,marion.ross@example.com,marion.ross@example.com,female,73
14967,King,Shoreline,98155,2021,JEEP,WRANGLER,25,32.0,POINT (-122.31327 47.75736),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,julian.lorenzo@example.com,julian.lorenzo@example.com,male,50
14968,Snohomish,Bothell,98021,2014,FORD,C-MAX,19,1.0,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,PHEV,N,Low,bettina.arnaud@example.com,bettina.arnaud@example.com,female,57
14969,Thurston,Olympia,98502,2017,TESLA,MODEL X,200,35.0,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,BEV,Y,Mid,adam.chu@example.com,adam.chu@example.com,male,75
14970,Clark,Vancouver,98660,2012,TOYOTA,PRIUS PLUG-IN,6,49.0,POINT (-122.67156 45.63248),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,emilie.petersen@example.com,emilie.petersen@example.com,female,46
14971,Spokane,Spokane,99205,2016,KIA,SOUL,93,3.0,POINT (-117.45674 47.69963),MODERN ELECTRIC WATER COMPANY,BEV,Y,Low,lorenzo.vazquez@example.com,lorenzo.vazquez@example.com,male,22
14972,Franklin,Pasco,99301,2018,NISSAN,LEAF,151,9.0,POINT (-119.09467 46.23542),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,BEV,Y,Mid,hasibe.roemer@example.com,hasibe.roemer@example.com,female,57
14973,Kitsap,Bremerton,98311,2016,VOLVO,XC90,13,23.0,POINT (-122.6462 47.63132),PUGET SOUND ENERGY INC,PHEV,N,Low,victor.olsen@example.com,victor.olsen@example.com,male,26
14974,King,Seattle,98116,2014,MERCEDES-BENZ,B-CLASS,87,34.0,POINT (-122.41067 47.57894),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Low,bharathy.keshri@example.com,bharathy.keshri@example.com,female,48
14975,King,Seattle,98133,2017,KIA,SOUL EV,93,46.0,POINT (-122.3503 47.71868),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Low,jacinta.rodrigues@example.com,jacinta.rodrigues@example.com,female,65
14976,King,Bellevue,98004,2020,TESLA,MODEL S,337,41.0,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,High,victoria.reid@example.com,victoria.reid@example.com,female,45
14977,King,Seattle,98133,2020,NISSAN,LEAF,149,32.0,POINT (-122.3503 47.71868),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,arthur.prescott@example.com,arthur.prescott@example.com,male,29
14978,Pierce,Eatonville,98328,2019,CHEVROLET,BOLT EV,238,2.0,POINT (-122.26832 46.86733),BONNEVILLE POWER ADMINISTRATION||TOWN OF EATONVILLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,esma.sayginer@example.com,esma.sayginer@example.com,female,31
14979,King,Auburn,98002,2014,NISSAN,LEAF,84,31.0,POINT (-122.21698 47.28317),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,vincent.chevalier@example.com,vincent.chevalier@example.com,male,76
14980,Chelan,Entiat,98822,2020,NISSAN,LEAF,215,12.0,POINT (-120.20831 47.67562),PUD NO 1 OF CHELAN COUNTY,BEV,Y,Mid,florence.walker@example.com,florence.walker@example.com,female,69
14981,King,Seattle,98104,2022,AUDI,Q5,23,37.0,POINT (-122.32945 47.60357),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,elias.jensen@example.com,elias.jensen@example.com,male,38
14982,Pierce,Joint Base Lewis Mcchord,98438,2014,CHEVROLET,VOLT,38,28.0,POINT (-122.50156 47.13872),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,philip.patel@example.com,philip.patel@example.com,male,27
14983,Pierce,Gig Harbor,98329,2012,MITSUBISHI,I-MIEV,62,26.0,POINT (-122.72457 47.38165),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Low,ayse.fahri@example.com,ayse.fahri@example.com,female,59
14984,Benton,Kennewick,99336,2021,TOYOTA,RAV4 PRIME,42,8.0,POINT (-119.11698 46.20804),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,PHEV,Y,Low,nayden.shchurenko@example.com,nayden.shchurenko@example.com,male,47
14985,Kitsap,Port Orchard,98366,2021,JEEP,WRANGLER,25,26.0,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,PHEV,N,Low,martha.long@example.com,martha.long@example.com,female,75
14986,Spokane,Greenacres,99016,2016,TESLA,MODEL S,210,4.0,POINT (-117.1748 47.65699),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,BEV,Y,Mid,cohen.thompson@example.com,cohen.thompson@example.com,male,25
14987,Pierce,Tacoma,98404,2014,CHEVROLET,VOLT,38,27.0,POINT (-122.41249 47.21584),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,Y,Low,dania.hunting@example.com,dania.hunting@example.com,female,42
